日期,指数代码,指数中文全称,指数中文简称,指数英文全称,指数英文简称,开盘,最高,最低,收盘,涨跌,涨跌幅,成交量,成交金额,样本数量,滚动市盈率
2023-05-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4697.34,4732.57,4691.39,4723.37,,0.51,15406442592.0,2675.54,,
2023-05-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4722.13,4722.13,4661.3,4661.3,,-1.31,16588399953.0,2548.31,,
2023-05-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4649.15,4654.51,4607.17,4607.17,,-1.16,17594107276.0,2761.56,,
2023-05-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4599.77,4610.89,4554.59,4595.79,,-0.25,17612531962.0,2941.32,,
2023-05-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4592.29,4607.5,4558.95,4599.61,,0.08,15995313744.0,2704.25,,
2023-05-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4614.42,4614.42,4568.58,4579.03,,-0.45,20314144205.0,3306.27,,
2023-05-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4570.26,4592.77,4533.93,4592.77,,0.3,21163673874.0,3481.67,,
2023-05-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4579.49,4579.49,4528.34,4548.86,,-0.96,18897571799.0,3293.26,,
2023-06-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4535.46,4591.82,4535.46,4562.89,,0.31,20298431640.0,3406.28,,
2023-06-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4579.73,4632.91,4579.73,4629.38,,1.46,19485580248.0,3282.9,,
2023-06-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4627.55,4627.55,4601.97,4612.11,,-0.37,18325245115.0,3025.53,,
2023-06-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4607.37,4622.72,4557.33,4559.01,,-1.15,19319804316.0,3109.89,,
2023-06-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4565.42,4565.6,4526.76,4537.26,,-0.48,14722214323.0,2634.91,,
2023-06-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4536.78,4569.93,4526.52,4558.22,,0.46,16514068683.0,2739.26,,
2023-06-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4561.61,4587.19,4551.85,4587.19,,0.64,19794749654.0,3472.89,,
2023-06-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4575.89,4614.32,4567.84,4599.42,,0.27,19046518250.0,3365.33,,
2023-06-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4590.9,4625.0,4590.9,4624.15,,0.54,17736994753.0,3200.39,,
2023-06-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4631.82,4647.39,4624.96,4625.96,,0.04,19216733600.0,3446.98,,
2023-06-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4635.26,4696.73,4635.26,4696.73,,1.53,19697569192.0,3904.5,,
2023-06-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4703.02,4750.33,4703.02,4746.53,,1.06,20444560495.0,3913.18,,
2023-06-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4740.66,4740.66,4708.76,4716.63,,-0.63,20534004051.0,3869.06,,
2023-06-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4709.8,4729.16,4702.99,4714.91,,-0.04,19146784306.0,3875.0,,
2023-06-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4696.26,4697.38,4630.25,4630.25,,-1.8,19073728540.0,3626.56,,
2023-06-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4593.15,4601.28,4555.22,4561.29,,-1.49,20341293558.0,3463.05,,
2023-06-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4564.15,4611.08,4564.15,4606.02,,0.98,17424534503.0,2880.41,,
2023-06-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4595.88,4598.43,4557.99,4595.32,,-0.23,16868625388.0,2949.67,,
2023-06-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4589.98,4597.09,4570.77,4578.56,,-0.36,15350253931.0,2870.19,,
2023-06-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4570.0,4624.18,4570.0,4608.5,,0.65,16048825508.0,3018.52,,
2023-07-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4621.21,4664.28,4621.21,4656.92,,1.05,19642969193.0,3553.47,,
2023-07-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4653.52,4667.76,4643.5,4666.45,,0.21,18121518135.0,3121.34,,
2023-07-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4661.67,4663.5,4629.67,4631.48,,-0.75,16894364552.0,2861.8,,
2023-07-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4619.7,4643.05,4596.85,4602.78,,-0.62,16533615906.0,2774.15,,
2023-07-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4589.94,4595.6,4570.94,4575.24,,-0.6,16618056903.0,2559.21,,
2023-07-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4593.41,4616.41,4585.06,4599.23,,0.52,14872000335.0,2614.07,,
2023-07-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4609.53,4630.24,4601.13,4630.23,,0.67,14143712748.0,2558.78,,
2023-07-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4624.99,4629.15,4587.59,4592.52,,-0.81,18388948721.0,3127.5,,
2023-07-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4607.48,4659.04,4607.48,4656.57,,1.4,18141755687.0,3262.13,,
2023-07-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4664.82,4667.03,4652.29,4655.08,,-0.03,18817478391.0,3185.76,,
2023-07-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4635.74,4635.74,4602.6,4620.03,,-0.75,15616839237.0,2627.14,,
2023-07-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4624.83,4624.83,4594.47,4605.96,,-0.3,14371791267.0,2483.39,,
2023-07-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4600.2,4610.04,4579.43,4598.64,,-0.16,12418532594.0,2172.25,,
2023-07-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4605.35,4621.0,4558.64,4560.56,,-0.83,14973163003.0,2605.77,,
2023-07-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4552.15,4582.73,4542.22,4555.17,,-0.12,13400207869.0,2271.64,,
2023-07-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4535.35,4563.31,4530.73,4536.15,,-0.42,12965869944.0,2160.49,,
2023-07-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4601.83,4654.94,4601.83,4654.94,,2.62,21236403757.0,3605.67,,
2023-07-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4649.2,4649.2,4628.19,4641.92,,-0.28,15582629631.0,2500.36,,
2023-07-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4649.05,4668.76,4625.37,4629.15,,-0.28,17136037745.0,2520.55,,
2023-07-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4614.6,4724.49,4614.6,4716.89,,1.9,22480526367.0,3431.2,,
2023-07-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4743.75,4787.95,4741.2,4748.8,,0.68,25189371053.0,4183.51,,
2023-08-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4745.61,4764.91,4720.19,4737.65,,-0.24,20711058541.0,3193.82,,
2023-08-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4725.28,4741.62,4696.57,4707.98,,-0.63,17715306652.0,2605.06,,
2023-08-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4694.17,4736.3,4694.17,4736.3,,0.6,16329093586.0,2611.35,,
2023-08-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4764.37,4788.01,4746.19,4756.87,,0.43,21015916925.0,3537.57,,
2023-08-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4741.5,4741.5,4711.28,4723.63,,-0.7,16901719127.0,2871.11,,
2023-08-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4714.08,4726.62,4701.44,4708.65,,-0.32,14470752829.0,2439.61,,
2023-08-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4694.7,4708.1,4685.01,4687.99,,-0.44,13232869643.0,2241.95,,
2023-08-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4682.23,4697.52,4666.55,4694.57,,0.14,12428764551.0,2064.6,,
2023-08-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4698.84,4698.84,4592.6,4592.6,,-2.17,16075884087.0,2395.19,,
2023-08-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4544.53,4571.7,4518.12,4568.65,,-0.52,15427639071.0,2468.82,,
2023-08-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4572.4,4572.4,4509.13,4545.51,,-0.51,13430004529.0,2226.57,,
2023-08-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4528.24,4542.74,4504.92,4504.92,,-0.89,12653546429.0,2089.08,,
2023-08-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4484.56,4530.04,4473.0,4525.9,,0.47,12821619310.0,2157.54,,
2023-08-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4525.97,4529.23,4461.03,4461.03,,-1.43,13145798784.0,2140.23,,
2023-08-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4449.2,4462.78,4403.24,4403.24,,-1.3,12840318114.0,2086.96,,
2023-08-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4424.68,4446.72,4368.57,4435.35,,0.73,16394621818.0,2601.01,,
2023-08-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4427.82,4427.82,4356.41,4356.41,,-1.78,13571335141.0,2094.25,,
2023-08-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4374.38,4412.25,4359.35,4387.0,,0.7,16661765674.0,2540.04,,
2023-08-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4362.41,4382.56,4341.46,4355.35,,-0.72,15454058200.0,2330.59,,
2023-08-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4587.18,4587.18,4399.83,4404.9,,1.14,24300951245.0,3845.24,,
2023-08-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4394.74,4484.31,4394.74,4468.55,,1.45,21017295796.0,3288.23,,
2023-08-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4485.42,4502.93,4466.36,4475.71,,0.16,19949554138.0,3032.16,,
2023-08-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4473.88,4475.02,4446.46,4450.74,,-0.56,17276818542.0,2514.55,,
2023-09-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4464.1,4489.88,4463.72,4475.65,,0.56,15535798360.0,2230.0,,
2023-09-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4501.14,4545.56,4495.83,4545.56,,1.56,20223855205.0,3020.9,,
2023-09-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4535.26,4535.26,4509.44,4513.36,,-0.71,15234564438.0,2434.06,,
2023-09-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4498.18,4507.73,4481.59,4505.96,,-0.16,14478914608.0,2273.15,,
2023-09-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4495.13,4495.13,4436.19,4436.19,,-1.55,14804651780.0,2211.22,,
2023-09-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4422.37,4430.96,4402.03,4416.74,,-0.44,12059960258.0,1883.97,,
2023-09-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4419.2,4472.44,4419.2,4452.49,,0.81,15991232179.0,2572.21,,
2023-09-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4449.41,4462.06,4445.03,4445.43,,-0.16,12613920039.0,2020.58,,
2023-09-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4442.3,4446.9,4390.05,4411.32,,-0.77,12674490849.0,1936.46,,
2023-09-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4410.58,4417.72,4386.23,4403.42,,-0.18,14076079858.0,2008.11,,
2023-09-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4412.74,4417.5,4365.04,4377.13,,-0.6,14739048186.0,2314.38,,
2023-09-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4365.42,4411.48,4365.42,4398.78,,0.5,12899586534.0,2143.33,,
2023-09-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4393.58,4393.58,4366.51,4383.56,,-0.35,12091693033.0,1815.27,,
2023-09-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4377.07,4377.33,4362.47,4362.47,,-0.48,10963690037.0,1606.8,,
2023-09-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4352.98,4363.49,4325.59,4325.59,,-0.85,11861731651.0,1778.05,,
2023-09-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4325.04,4406.91,4319.15,4406.91,,1.88,15593381067.0,2584.97,,
2023-09-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4406.69,4406.69,4375.12,4378.57,,-0.64,13264745633.0,2212.51,,
2023-09-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4375.12,4385.7,4353.02,4353.02,,-0.58,11771942775.0,2032.0,,
2023-09-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4353.42,4390.21,4353.42,4367.35,,0.33,13389662062.0,2273.94,,
2023-09-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4380.41,4380.41,4357.95,4362.85,,-0.1,12942263376.0,2147.27,,
2023-10-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4351.95,4359.59,4318.34,4355.8,,-0.16,14647884685.0,2420.07,,
2023-10-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4368.35,4368.35,4327.41,4327.52,,-0.65,14327338679.0,2283.37,,
2023-10-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4346.23,4360.89,4331.1,4340.32,,0.3,15135089483.0,2605.75,,
2023-10-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4371.5,4378.92,4357.47,4378.92,,0.89,17148203778.0,2737.3,,
2023-10-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4351.6,4351.6,4322.46,4335.21,,-1.0,14987516113.0,2454.92,,
2023-10-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4336.64,4336.64,4280.35,4289.1,,-1.06,14753134800.0,2387.38,,
2023-10-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4297.04,4303.1,4278.32,4299.81,,0.25,13229129479.0,2075.61,,
2023-10-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4289.45,4289.45,4256.42,4257.6,,-0.98,14605614255.0,2295.13,,
2023-10-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4231.27,4231.27,4173.82,4173.82,,-1.97,15803638848.0,2537.93,,
2023-10-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4156.19,4174.78,4135.99,4142.97,,-0.74,14539105081.0,2315.67,,
2023-10-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4132.38,4132.38,4065.89,4089.34,,-1.29,15514536772.0,2231.82,,
2023-10-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4101.11,4113.63,4074.58,4108.2,,0.46,16783030507.0,2575.28,,
2023-10-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4147.92,4161.12,4125.99,4126.73,,0.45,18565873792.0,2777.76,,
2023-10-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4103.56,4139.31,4094.25,4138.42,,0.28,15984112660.0,2494.25,,
2023-10-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4123.35,4218.04,4123.35,4202.45,,1.55,17778389281.0,3028.54,,
2023-10-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4193.1,4247.21,4193.1,4237.01,,0.82,20860648290.0,3281.92,,
2023-10-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4234.42,4234.42,4200.7,4219.44,,-0.42,17197365136.0,2687.51,,
2023-11-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4251.37,4251.37,4209.84,4215.81,,-0.09,14413494672.0,2417.73,,
2023-11-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4225.52,4239.97,4192.18,4192.18,,-0.56,14213828698.0,2137.03,,
2023-11-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4197.22,4245.94,4197.22,4232.31,,0.96,15185194341.0,2373.08,,
2023-11-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4257.82,4295.48,4257.82,4294.11,,1.46,21647781926.0,3382.8,,
2023-11-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4283.43,4293.66,4265.82,4283.8,,-0.24,16993934791.0,2744.38,,
2023-11-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4272.59,4295.99,4257.1,4277.98,,-0.14,17414198934.0,2801.87,,
2023-11-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4269.1,4293.17,4266.22,4276.23,,-0.04,16346244014.0,2603.01,,
2023-11-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4257.35,4257.35,4236.26,4247.06,,-0.68,14018429559.0,2226.69,,
2023-11-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4258.44,4258.44,4229.31,4250.08,,0.07,14556447686.0,2378.41,,
2023-11-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4251.33,4269.48,4240.74,4253.3,,0.08,14035183864.0,2219.32,,
2023-11-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4295.45,4295.45,4273.86,4283.7,,0.72,15890733460.0,2623.69,,
2023-11-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4274.51,4276.58,4239.67,4239.67,,-1.03,13272350016.0,2053.66,,
2023-11-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4227.29,4242.78,4216.35,4241.08,,0.03,13072899893.0,1988.67,,
2023-11-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4243.8,4263.57,4219.99,4254.29,,0.31,14667757039.0,2287.13,,
2023-11-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4267.37,4290.39,4248.1,4253.42,,-0.02,17539063516.0,2504.84,,
2023-11-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4238.76,4238.76,4203.63,4203.63,,-1.17,15442927092.0,2078.32,,
2023-11-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4198.95,4229.35,4189.21,4228.8,,0.6,14555325884.0,2030.9,,
2023-11-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4228.01,4228.01,4191.4,4194.91,,-0.8,15026670819.0,2011.34,,
2023-11-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4189.97,4189.97,4149.87,4170.41,,-0.58,14953946823.0,2124.38,,
2023-11-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4168.27,4182.82,4159.09,4181.67,,0.27,13696756063.0,1995.71,,
2023-11-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4181.08,4181.08,4141.66,4148.03,,-0.8,14400974685.0,2048.72,,
2023-11-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4143.88,4159.42,4136.49,4150.27,,0.05,14158304415.0,2011.08,,
2023-12-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4147.75,4151.74,4108.31,4144.43,,-0.14,16642459053.0,2476.22,,
2023-12-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4143.87,4150.32,4120.82,4121.32,,-0.56,15936729880.0,2444.19,,
2023-12-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4108.8,4108.8,4040.31,4040.31,,-1.97,15301196827.0,2320.6,,
2023-12-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4032.08,4067.48,4032.08,4051.59,,0.28,16189638316.0,2430.27,,
2023-12-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4045.23,4053.01,4019.82,4041.1,,-0.26,15364484530.0,2299.01,,
2023-12-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4043.04,4064.09,4036.68,4054.91,,0.34,19219914900.0,2908.9,,
2023-12-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4029.16,4088.85,4002.47,4082.77,,0.69,19969821925.0,2892.16,,
2023-12-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4073.11,4090.16,4072.57,4089.46,,0.16,15391432441.0,2290.52,,
2023-12-13,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4079.68,4079.68,4023.5,4023.5,,-1.61,13837099758.0,2165.0,,
2023-12-14,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4045.2,4056.67,4003.95,4003.95,,-0.49,13032723091.0,2016.77,,
2023-12-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4019.57,4039.22,3989.93,3990.26,,-0.34,14633764029.0,2212.59,,
2023-12-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3975.82,3992.51,3957.68,3965.11,,-0.63,13720445875.0,1937.98,,
2023-12-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3960.74,3986.37,3948.46,3970.67,,0.14,12151749643.0,1787.23,,
2023-12-20,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3972.17,3972.17,3925.36,3925.36,,-1.14,12913852274.0,1853.72,,
2023-12-21,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3909.94,3972.66,3909.94,3965.9,,1.03,14509722624.0,2236.07,,
2023-12-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3964.16,3997.05,3949.2,3965.49,,-0.01,16961307610.0,2405.35,,
2023-12-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3957.86,3979.15,3957.86,3977.71,,0.31,11975875589.0,1718.37,,
2023-12-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3975.82,3975.82,3936.5,3948.56,,-0.73,11558102573.0,1689.33,,
2023-12-27,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3951.31,3962.62,3932.59,3959.05,,0.27,13445907737.0,1850.98,,
2023-12-28,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3956.9,4058.89,3956.9,4054.18,,2.4,20327390429.0,3138.79,,
2023-12-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4049.43,4079.4,4049.43,4079.4,,0.62,16794273850.0,2584.34,,
2024-01-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4075.19,4075.19,4030.38,4030.38,,-1.2,16713652455.0,2405.86,,
2024-01-03,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4021.54,4031.18,4000.55,4018.73,,-0.29,15523772041.0,2221.87,,
2024-01-04,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,4014.23,4014.23,3962.03,3979.08,,-0.99,14807729322.0,2142.43,,
2024-01-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3972.12,3994.27,3933.66,3946.39,,-0.82,16211963534.0,2324.78,,
2024-01-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3938.92,3938.92,3888.18,3888.8,,-1.46,15351319846.0,2161.07,,
2024-01-09,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3891.36,3910.34,3876.3,3898.32,,0.25,14719281162.0,2184.93,,
2024-01-10,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3885.82,3921.82,3865.56,3878.46,,-0.51,13066990154.0,2040.97,,
2024-01-11,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3876.11,3923.73,3868.54,3910.39,,0.82,15328400068.0,2418.39,,
2024-01-12,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3897.71,3926.55,3894.86,3894.86,,-0.4,13605107465.0,2074.67,,
2024-01-15,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3878.4,3910.19,3873.87,3889.0,,-0.15,12124091272.0,1867.37,,
2024-01-16,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3880.05,3904.44,3856.08,3902.64,,0.35,14606648244.0,2178.23,,
2024-01-17,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3891.44,3891.44,3810.06,3810.06,,-2.37,14040500476.0,2135.62,,
2024-01-18,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3790.75,3858.23,3743.2,3858.23,,1.26,21893346549.0,3086.35,,
2024-01-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3843.96,3869.02,3835.38,3846.48,,-0.3,15473468069.0,2370.0,,
2024-01-22,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3837.82,3837.82,3757.89,3758.49,,-2.29,19244018195.0,2763.5,,
2024-01-23,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3747.46,3801.96,3738.45,3784.04,,0.68,16668651613.0,2446.28,,
2024-01-24,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3800.6,3831.3,3726.42,3831.15,,1.25,19245771098.0,2606.13,,
2024-01-25,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3828.64,3916.82,3827.29,3916.82,,2.24,24394461105.0,3172.95,,
2024-01-26,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3898.31,3916.23,3886.86,3895.91,,-0.53,22212048440.0,2856.06,,
2024-01-29,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3897.04,3898.87,3846.1,3846.1,,-1.28,21991359837.0,2881.93,,
2024-01-30,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3823.13,3832.52,3772.67,3772.67,,-1.91,17846039102.0,2356.44,,
2024-01-31,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3755.19,3779.88,3713.67,3720.82,,-1.37,20504557170.0,2679.82,,
2024-02-01,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3704.23,3764.76,3690.98,3721.23,,0.01,18995294390.0,2474.74,,
2024-02-02,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3724.34,3736.23,3616.9,3663.77,,-1.54,22643745414.0,2831.26,,
2024-02-05,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3643.05,3718.34,3573.37,3663.41,,-0.01,27044668933.0,3373.03,,
2024-02-06,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3641.68,3826.15,3641.68,3825.41,,4.42,27388860415.0,3488.87,,
2024-02-07,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3829.72,3902.19,3829.72,3902.19,,2.01,30634714421.0,3893.09,,
2024-02-08,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3913.36,3960.96,3908.79,3934.25,,0.82,27928105835.0,3656.6,,
2024-02-19,000510,中证A500指数,中证A500,CSI A500 Index,CSI A500,3977.84,3977.84,3939.47,3976.73,,1.08,25796034328.0,3508.28,,
